sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement,history,source
21610,MZ/LUN/84A11/2017/137,Mizoram,,,,23.360199,92.632911,,,,uploaded landslide_report.pdf
21611,MZ/CHA/84E07/2017/68,Mizoram,,,,23.361979,93.299909,,,,uploaded landslide_report.pdf
21612,MZ/CHA/84E07/2017/70,Mizoram,,,,23.36545,93.377907,,,,uploaded landslide_report.pdf
21613,MZ/CHA/84E07/2017/73,Mizoram,,,,23.366333,93.380028,,,,uploaded landslide_report.pdf
21614,MZ/CHA/84E07/2017/75,Mizoram,,,,23.366694,93.380139,,,,uploaded landslide_report.pdf
21615,MZ/CHA/84E07/2017/77,Mizoram,,,,23.367333,93.380083,,,,uploaded landslide_report.pdf
21616,MZ/CHA/84E07/2017/78,Mizoram,,,,23.367806,93.381139,,,,uploaded landslide_report.pdf
21617,MZ/CHA/84E07/2017/79,Mizoram,,,,23.368361,93.379667,,,,uploaded landslide_report.pdf
21618,MZ/CHA/84E07/2017/80,Mizoram,,,,23.368386,93.380632,,,,uploaded landslide_report.pdf
21619,MZ/CHA/84E07/2017/81,Mizoram,,,,23.369857,93.296657,,,,uploaded landslide_report.pdf
21620,MZ/CHA/84E03/2017/62,Mizoram,,,,23.370167,93.120444,,,,uploaded landslide_report.pdf
21621,MZ/CHA/84E07/2017/82,Mizoram,,,,23.373849,93.383061,,,,uploaded landslide_report.pdf
21622,MZ/CHA/84E03/2017/63,Mizoram,,,,23.37492,93.1185,,,,uploaded landslide_report.pdf
21623,MZ/CHA/84E07/2017/83,Mizoram,,,,23.375634,93.384499,,,,uploaded landslide_report.pdf
21624,MZ/CHA/84E07/2017/85,Mizoram,,,,23.375972,93.384639,,,,uploaded landslide_report.pdf
21625,MZ/CHA/84E07/2017/86,Mizoram,,,,23.376472,93.384778,,,,uploaded landslide_report.pdf
21626,MZ/CHA/84E07/2017/87,Mizoram,,,,23.3765,93.384861,,,,uploaded landslide_report.pdf
21627,MZ/CHA/84E03/2017/65,Mizoram,,,,23.378571,93.218843,,,,uploaded landslide_report.pdf
21628,MZ/CHA/84E07/2017/88,Mizoram,,,,23.379469,93.385565,,,,uploaded landslide_report.pdf
21629,MZ/CHA/84E07/2017/90,Mizoram,,,,23.379732,93.383565,,,,uploaded landslide_report.pdf
21630,MZ/CHA/84E07/2017/89,Mizoram,,,,23.379812,93.384813,,,,uploaded landslide_report.pdf
21631,MZ/CHA/84E03/2017/66,Mizoram,,,,23.38075,93.13075,,,,uploaded landslide_report.pdf
21632,MZ/CHA/84E03/2017/67,Mizoram,,,,23.380806,93.128917,,,,uploaded landslide_report.pdf
21633,MZ/CHA/84E03/2017/68,Mizoram,,,,23.381167,93.112917,,,,uploaded landslide_report.pdf
21634,MZ/CHA/84E07/2017/92,Mizoram,,,,23.382417,93.384944,,,,uploaded landslide_report.pdf
21635,MZ/CHA/84E03/2017/69,Mizoram,,,,23.382695,93.116001,,,,uploaded landslide_report.pdf
21636,MZ/SER/84A15/2016/30,Mizoram,,,,30.0,92.845792,,,,uploaded landslide_report.pdf
21637,MZ/CHA/84E03/2017/70,Mizoram,,,,23.383778,93.115972,,,,uploaded landslide_report.pdf
21638,MZ/CHA/84E03/2017/71,Mizoram,,,,23.384222,93.145528,,,,uploaded landslide_report.pdf
21639,MZ/SER/84A15/2016/63,Mizoram,,,,23.385211,92.844697,,,,uploaded landslide_report.pdf
21640,MZ/SER/84A15/2016/64,Mizoram,,,,23.38533,92.855433,,,,uploaded landslide_report.pdf
21641,MZ/CHA/84E03/2017/72,Mizoram,,,,23.387194,93.147806,,,,uploaded landslide_report.pdf
21642,MZ/SER/84A15/2016/129,Mizoram,,,,23.387328,92.933397,,,,uploaded landslide_report.pdf
21643,MZ/CHA/84E07/2017/93,Mizoram,,,,23.388162,93.312962,,,,uploaded landslide_report.pdf
21644,MZ/SER/84A15/2016/31,Mizoram,,,,23.388377,92.845102,,,,uploaded landslide_report.pdf
21645,MZ/CHA/84E03/2017/73,Mizoram,,,,23.388585,93.2446,,,,uploaded landslide_report.pdf
21646,MZ/CHA/84E07/2017/94,Mizoram,,,,23.390204,93.311043,,,,uploaded landslide_report.pdf
21647,MZ/CHA/84E07/2017/95,Mizoram,,,,23.391352,93.376359,,,,uploaded landslide_report.pdf
21648,MZ/CHA/84E07/2017/96,Mizoram,,,,23.391983,93.376078,,,,uploaded landslide_report.pdf
21649,MZ/CHA/84E07/2017/97,Mizoram,,,,23.392598,93.375863,,,,uploaded landslide_report.pdf
21650,MZ/CHA/84E07/2017/98,Mizoram,,,,23.393194,93.378917,,,,uploaded landslide_report.pdf
21651,MZ/AIZ/84A11/2016/111,Mizoram,,,,23.393332,92.758148,,,,uploaded landslide_report.pdf
21652,MZ/CHA/84E07/2017/99,Mizoram,,,,23.393889,93.309244,,,,uploaded landslide_report.pdf
21653,MZ/CHA/84E07/2017/100,Mizoram,,,,23.394333,93.374861,,,,uploaded landslide_report.pdf
21654,MZ/CHA/84E07/2017/101,Mizoram,,,,23.394732,93.381271,,,,uploaded landslide_report.pdf
21655,MZ/CHA/84E07/2017/102,Mizoram,,,,23.395159,93.374335,,,,uploaded landslide_report.pdf
21656,MZ/CHA/84E07/2017/104,Mizoram,,,,23.395375,93.369426,,,,uploaded landslide_report.pdf
21657,MZ/CHA/84E07/2017/105,Mizoram,,,,23.395474,93.370459,,,,uploaded landslide_report.pdf
21658,MZ/CHA/84E07/2017/106,Mizoram,,,,23.396738,93.368237,,,,uploaded landslide_report.pdf
21659,MZ/AIZ/84A11/2016/110,Mizoram,,,,23.397126,92.757203,,,,uploaded landslide_report.pdf
21660,MZ/CHA/84E07/2017/107,Mizoram,,,,23.397417,93.385722,,,,uploaded landslide_report.pdf
21661,MZ/CHA/84E07/2017/108,Mizoram,,,,23.397861,93.3845,,,,uploaded landslide_report.pdf
21662,MZ/CHA/84E07/2017/109,Mizoram,,,,23.397884,93.384281,,,,uploaded landslide_report.pdf
21663,MZ/SER/84A15/2016/127,Mizoram,,,,23.40002,92.842404,,,,uploaded landslide_report.pdf
21664,MZ/SER/84A15/2016/32,Mizoram,,,,23.401015,92.848482,,,,uploaded landslide_report.pdf
21665,MZ/AIZ/84A11/2016/109,Mizoram,,,,23.40178,92.750005,,,,uploaded landslide_report.pdf
21666,MZ/AIZ/84A11/2016/108,Mizoram,,,,23.403402,92.750288,,,,uploaded landslide_report.pdf
21667,MZ/CHA/84E07/2017/111,Mizoram,,,,23.404207,93.318763,,,,uploaded landslide_report.pdf
21668,MZ/SER/84A15/2016/33,Mizoram,,,,23.405305,92.851014,,,,uploaded landslide_report.pdf
21669,MZ/CHA/84E07/2017/112,Mizoram,,,,23.40555,93.360549,,,,uploaded landslide_report.pdf
21670,MZ/CHA/84E07/2017/113,Mizoram,,,,23.406236,93.356052,,,,uploaded landslide_report.pdf
21671,MIZO/AIZ/84A10/2007/E-1,Mizoram,,,,23.406389,92.75325,,,,uploaded landslide_report.pdf
21672,MZ/CHA/84E07/2017/114,Mizoram,,,,23.407528,93.318111,,,,uploaded landslide_report.pdf
21673,MZ/CHA/84E07/2017/115,Mizoram,,,,23.408528,93.361278,,,,uploaded landslide_report.pdf
21674,MZ/AIZ/84A11/2016/97,Mizoram,,,,23.409674,92.750935,,,,uploaded landslide_report.pdf
21675,MZ/CHA/84E07/2017/116,Mizoram,,,,23.410218,93.343897,,,,uploaded landslide_report.pdf
21676,MZ/AIZ/84A11/2016/98,Mizoram,,,,23.411146,92.752193,,,,uploaded landslide_report.pdf
21677,MZ/CHA/84E07/2017/117,Mizoram,,,,23.411417,93.343361,,,,uploaded landslide_report.pdf
21678,MZ/CHA/84E03/2017/76,Mizoram,,,,23.411942,93.154836,,,,uploaded landslide_report.pdf
21679,MZ/AIZ/84A11/2016/99,Mizoram,,,,23.412046,92.750099,,,,uploaded landslide_report.pdf
21680,MZ/CHA/84E07/2017/118,Mizoram,,,,23.412845,93.33833,,,,uploaded landslide_report.pdf
21681,MZ/AIZ/84A11/2016/107,Mizoram,,,,23.412879,92.75401,,,,uploaded landslide_report.pdf
21682,MZ/AIZ/84A11/2016/96,Mizoram,,,,23.413501,92.725781,,,,uploaded landslide_report.pdf
21683,MZ/CHA/84E03/2017/77,Mizoram,,,,23.414113,93.136272,,,,uploaded landslide_report.pdf
21684,MZ/AIZ/84A11/2016/95,Mizoram,,,,23.415165,92.722199,,,,uploaded landslide_report.pdf
21685,MZ/AIZ/84A11/2016/106,Mizoram,,,,23.417482,92.770557,,,,uploaded landslide_report.pdf
21686,MZ/CHA/84E03/2017/79,Mizoram,,,,23.418808,93.163009,,,,uploaded landslide_report.pdf
21687,MZ/CHA/84E07/2017/120,Mizoram,,,,23.419417,93.333333,,,,uploaded landslide_report.pdf
21688,MZ/CHA/84E07/2017/121,Mizoram,,,,23.4195,93.331917,,,,uploaded landslide_report.pdf
21689,MZ/AIZ/84A11/2016/94,Mizoram,,,,23.421903,92.715601,,,,uploaded landslide_report.pdf
21690,MZ/CHA/84E03/2017/80,Mizoram,,,,23.422583,93.166,,,,uploaded landslide_report.pdf
21691,MZ/AIZ/84A11/2016/93,Mizoram,,,,23.423348,92.715571,,,,uploaded landslide_report.pdf
21692,MZ/CHA/84E03/2017/81,Mizoram,,,,23.423972,93.165944,,,,uploaded landslide_report.pdf
21693,MZ/CHA/84E03/2017/82,Mizoram,,,,23.42425,93.168778,,,,uploaded landslide_report.pdf
21694,MZ/CHA/84E03/2017/14,Mizoram,,,,23.424417,93.167306,,,,uploaded landslide_report.pdf
21695,MZ/AIZ/84A11/2016/92,Mizoram,,,,23.425424,92.716106,,,,uploaded landslide_report.pdf
21696,MZ/CHA/84E03/2017/15,Mizoram,,,,23.425583,93.168278,,,,uploaded landslide_report.pdf
21697,MZ/CHA/84E07/2017/5,Mizoram,,,,23.427418,93.335544,,,,uploaded landslide_report.pdf
21698,MZ/CHA/84E07/2017/7,Mizoram,,,,23.427611,93.336861,,,,uploaded landslide_report.pdf
21699,MZ/AIZ/84A11/2016/91,Mizoram,,,,23.427681,92.714959,,,,uploaded landslide_report.pdf
21700,MZ/CHA/84E07/2017/6,Mizoram,,,,23.427713,93.33564,,,,uploaded landslide_report.pdf
21701,MZ/CHA/84E07/2017/8,Mizoram,,,,23.428061,93.339182,,,,uploaded landslide_report.pdf
21702,MZ/CHA/84E03/2017/16,Mizoram,,,,23.429181,93.171166,,,,uploaded landslide_report.pdf
21703,MZ/CHA/84E03/2017/17,Mizoram,,,,23.430917,93.171889,,,,uploaded landslide_report.pdf
21704,MZ/CHA/84E07/2017/9,Mizoram,,,,23.431639,93.33925,,,,uploaded landslide_report.pdf
21705,MZ/CHA/84E07/2017/10,Mizoram,,,,23.43179,93.339128,,,,uploaded landslide_report.pdf
21706,MZ/SER/84A15/2016/46,Mizoram,,,,23.434706,92.854894,,,,uploaded landslide_report.pdf
21707,MZ/SER/84A15/2016/76,Mizoram,,,,23.43481,92.873933,,,,uploaded landslide_report.pdf
21708,MZ/SER/84A15/2016/75,Mizoram,,,,23.435405,92.871814,,,,uploaded landslide_report.pdf
21709,MZ/SER/84A15/2016/77,Mizoram,,,,23.436999,92.875456,,,,uploaded landslide_report.pdf
21710,MZ/SER/84A15/2016/78,Mizoram,,,,23.438997,92.877502,,,,uploaded landslide_report.pdf
21711,MZ/CHA/84E03/2017/18,Mizoram,,,,23.439142,93.222581,,,,uploaded landslide_report.pdf
21712,MZ/AIZ/84A11/2016/101,Mizoram,,,,23.439894,92.702301,,,,uploaded landslide_report.pdf
21713,MZ/AIZ/84A11/2016/100,Mizoram,,,,23.440648,92.703726,,,,uploaded landslide_report.pdf
21714,MZ/SER/84A15/2016/71,Mizoram,,,,23.440711,92.864298,,,,uploaded landslide_report.pdf
21715,MZ/SER/84A15/2016/79,Mizoram,,,,23.440973,92.87909,,,,uploaded landslide_report.pdf
21716,MZ/SER/84A15/2016/72,Mizoram,,,,23.44129,92.865395,,,,uploaded landslide_report.pdf
21717,MZ/CHA/84E03/2017/19,Mizoram,,,,23.442083,93.223472,,,,uploaded landslide_report.pdf
21718,MZ/SER/84A15/2016/73,Mizoram,,,,23.442118,92.868912,,,,uploaded landslide_report.pdf
21719,MZ/AIZ/84A11/2016/102,Mizoram,,,,23.442296,92.695903,,,,uploaded landslide_report.pdf
21720,MZ/SER/84A15/2016/70,Mizoram,,,,23.443793,92.862106,,,,uploaded landslide_report.pdf
21721,MZ/SER/84A15/2016/47,Mizoram,,,,23.443878,92.85593,,,,uploaded landslide_report.pdf
21722,MZ/CHA/84E03/2017/20,Mizoram,,,,20.0,93.223889,,,,uploaded landslide_report.pdf
21723,MZ/SER/84A15/2016/69,Mizoram,,,,23.44608,92.861819,,,,uploaded landslide_report.pdf
21724,MZ/SER/84A15/2016/62,Mizoram,,,,23.447015,92.866917,,,,uploaded landslide_report.pdf
21725,MZ/SER/84A15/2016/68,Mizoram,,,,23.447093,92.863082,,,,uploaded landslide_report.pdf
21726,MZ/CHA/84E03/2017/21,Mizoram,,,,21.0,93.223611,,,,uploaded landslide_report.pdf
21727,MZ/SER/84A15/2016/67,Mizoram,,,,23.447697,92.861729,,,,uploaded landslide_report.pdf
21728,MZ/SER/84A15/2016/65,Mizoram,,,,23.447985,92.856607,,,,uploaded landslide_report.pdf
21729,MZ/CHA/84E03/2017/22,Mizoram,,,,22.0,93.207472,,,,uploaded landslide_report.pdf
21730,MZ/CHA/84E03/2017/23,Mizoram,,,,23.0,93.209889,,,,uploaded landslide_report.pdf
21731,MZ/SER/84A15/2016/83,Mizoram,,,,23.448368,92.899862,,,,uploaded landslide_report.pdf
21732,MZ/CHA/84E03/2017/24,Mizoram,,,,24.0,93.206222,,,,uploaded landslide_report.pdf
21733,MZ/SER/84A15/2016/66,Mizoram,,,,23.449827,92.8599,,,,uploaded landslide_report.pdf
21734,MZ/SER/84E03/2017/1,Mizoram,,,,23.451278,93.002944,,,,uploaded landslide_report.pdf
21735,MZ/SER/84A15/2016/82,Mizoram,,,,23.451505,92.900845,,,,uploaded landslide_report.pdf
21736,MZ/CHA/84E07/2017/14,Mizoram,,,,23.451972,93.259686,,,,uploaded landslide_report.pdf
21737,MZ/CHA/84E07/2017/15,Mizoram,,,,23.453389,93.2615,,,,uploaded landslide_report.pdf
21738,MZ/SER/84A15/2016/49,Mizoram,,,,23.454081,92.857453,,,,uploaded landslide_report.pdf
21739,MZ/SER/84A15/2016/50,Mizoram,,,,23.454817,92.858696,,,,uploaded landslide_report.pdf
21740,MZ/CHA/84E07/2017/16,Mizoram,,,,23.454924,93.260137,,,,uploaded landslide_report.pdf
21741,MZ/SER/84A15/2016/48,Mizoram,,,,23.454968,92.854599,,,,uploaded landslide_report.pdf
21742,MZ/CHA/84E07/2017/17,Mizoram,,,,23.455367,93.362276,,,,uploaded landslide_report.pdf
21743,MZ/SER/84A15/2016/51,Mizoram,,,,23.456101,92.859084,,,,uploaded landslide_report.pdf
21744,MZ/SER/84E03/2017/2,Mizoram,,,,23.456613,93.006652,,,,uploaded landslide_report.pdf
21745,MZ/SER/84E03/2017/3,Mizoram,,,,23.456861,93.006694,,,,uploaded landslide_report.pdf
21746,MZ/SER/84E03/2017/4,Mizoram,,,,23.457028,93.006722,,,,uploaded landslide_report.pdf
21747,MZ/SER/84A15/2016/52,Mizoram,,,,23.457031,92.857686,,,,uploaded landslide_report.pdf
21748,MZ/SER/84E03/2017/5,Mizoram,,,,23.457083,93.007639,,,,uploaded landslide_report.pdf
21749,MZ/CHA/84E03/2017/26,Mizoram,,,,26.0,93.041184,,,,uploaded landslide_report.pdf
21750,MZ/CHA/84E07/2017/19,Mizoram,,,,23.457971,93.263265,,,,uploaded landslide_report.pdf
21751,MZ/SER/84A15/2016/81,Mizoram,,,,23.458124,92.9053,,,,uploaded landslide_report.pdf
21752,MZ/CHA/84E07/2017/20,Mizoram,,,,20.0,93.263247,,,,uploaded landslide_report.pdf
21753,MZ/CHA/84E07/2017/21,Mizoram,,,,21.0,93.260555,,,,uploaded landslide_report.pdf
21754,MZ/SER/84A15/2016/80,Mizoram,,,,23.458593,92.905313,,,,uploaded landslide_report.pdf
21755,MZ/CHA/84E07/2017/22,Mizoram,,,,22.0,93.263222,,,,uploaded landslide_report.pdf
21756,MZ/SER/84A15/2016/53,Mizoram,,,,23.459019,92.856803,,,,uploaded landslide_report.pdf
21757,MZ/CHA/84E07/2017/23,Mizoram,,,,23.0,93.324774,,,,uploaded landslide_report.pdf
21758,MZ/CHA/84E03/2017/27,Mizoram,,,,27.0,93.044479,,,,uploaded landslide_report.pdf
21759,MZ/SER/84A15/2016/54,Mizoram,,,,23.459786,92.855821,,,,uploaded landslide_report.pdf
21760,MZ/SER/84E03/2017/6,Mizoram,,,,23.46025,93.01125,,,,uploaded landslide_report.pdf
21761,MZ/SER/84A11/2017/152,Mizoram,,,,23.460697,92.747293,,,,uploaded landslide_report.pdf
21762,MZ/SER/84A15/2016/59,Mizoram,,,,23.460792,92.855527,,,,uploaded landslide_report.pdf
21763,MZ/MAM/84A11/2017/142,Mizoram,,,,23.460968,92.597217,,,,uploaded landslide_report.pdf
21764,MZ/CHA/84E03/2017/28,Mizoram,,,,28.0,93.205278,,,,uploaded landslide_report.pdf
21765,MZ/CHA/84E07/2017/25,Mizoram,,,,25.0,93.320472,,,,uploaded landslide_report.pdf
21766,MZ/SER/84E03/2017/7,Mizoram,,,,23.461248,93.012863,,,,uploaded landslide_report.pdf
21767,MZ/SER/84E03/2017/8,Mizoram,,,,23.462173,93.014317,,,,uploaded landslide_report.pdf
21768,MZ/CHA/84E07/2017/26,Mizoram,,,,26.0,93.262259,,,,uploaded landslide_report.pdf
21769,MZ/CHA/84E07/2017/47,Mizoram,,,,23.462667,93.317472,,,,uploaded landslide_report.pdf
21770,MZ/CHA/84E07/2017/48,Mizoram,,,,23.462667,93.317472,,,,uploaded landslide_report.pdf
21771,MZ/SER/84A15/2016/60,Mizoram,,,,23.462805,92.856093,,,,uploaded landslide_report.pdf
21772,MZ/CHA/84E03/2017/30,Mizoram,,,,30.0,93.04575,,,,uploaded landslide_report.pdf
21773,MZ/SER/84E03/2017/9,Mizoram,,,,23.463222,93.015694,,,,uploaded landslide_report.pdf
21774,MZ/SER/84E03/2017/10,Mizoram,,,,23.463765,93.018316,,,,uploaded landslide_report.pdf
21775,MZ/SER/84A11/2017/147,Mizoram,,,,23.463981,92.736875,,,,uploaded landslide_report.pdf
21776,MZ/SER/84A11/2017/148,Mizoram,,,,23.464206,92.737583,,,,uploaded landslide_report.pdf
21777,MZ/SER/84A15/2016/61,Mizoram,,,,23.464394,92.855608,,,,uploaded landslide_report.pdf
21778,MZ/CHA/84E07/2017/27,Mizoram,,,,27.0,93.312778,,,,uploaded landslide_report.pdf
21779,MZ/CHA/84E07/2017/30,Mizoram,,,,30.0,93.311834,,,,uploaded landslide_report.pdf
21780,MZ/CHA/84E07/2017/28,Mizoram,,,,28.0,93.315107,,,,uploaded landslide_report.pdf
21781,MZ/CHA/84E07/2017/31,Mizoram,,,,23.46718,93.311778,,,,uploaded landslide_report.pdf
21782,MZ/SER/84A11/2017/149,Mizoram,,,,23.467262,92.740634,,,,uploaded landslide_report.pdf
21783,MZ/CHA/84E07/2017/32,Mizoram,,,,23.467623,93.250867,,,,uploaded landslide_report.pdf
21784,MZ/CHA/84E07/2017/33,Mizoram,,,,23.467679,93.250636,,,,uploaded landslide_report.pdf
21785,MZ/CHA/84E07/2017/34,Mizoram,,,,23.467715,93.313017,,,,uploaded landslide_report.pdf
21786,MZ/MAM/84A11/2017/141,Mizoram,,,,23.468357,92.591717,,,,uploaded landslide_report.pdf
21787,MZ/CHA/84E07/2017/36,Mizoram,,,,23.468361,93.304222,,,,uploaded landslide_report.pdf
21788,MZ/CHA/84E07/2017/35,Mizoram,,,,23.468389,93.27075,,,,uploaded landslide_report.pdf
21789,MZ/CHA/84E07/2017/37,Mizoram,,,,23.468508,93.270788,,,,uploaded landslide_report.pdf
21790,MZ/CHA/84E07/2017/39,Mizoram,,,,23.46925,93.273139,,,,uploaded landslide_report.pdf
21791,MZ/CHA/84E07/2017/40,Mizoram,,,,23.469712,93.248874,,,,uploaded landslide_report.pdf
21792,MZ/CHA/84E07/2017/41,Mizoram,,,,23.469833,93.314889,,,,uploaded landslide_report.pdf
21793,MZ/SER/84A11/2017/150,Mizoram,,,,23.470109,92.740615,,,,uploaded landslide_report.pdf
21794,MZ/SER/84E03/2017/12,Mizoram,,,,23.470139,93.025944,,,,uploaded landslide_report.pdf
21795,MZ/AIZ/84A11/2016/103,Mizoram,,,,23.470198,92.693264,,,,uploaded landslide_report.pdf
21796,MZ/SER/84E03/2017/11,Mizoram,,,,23.470244,93.025409,,,,uploaded landslide_report.pdf
21797,MZ/CHA/84E07/2017/42,Mizoram,,,,23.470329,93.26728,,,,uploaded landslide_report.pdf
21798,MZ/CHA/84E03/2017/32,Mizoram,,,,23.470722,93.246639,,,,uploaded landslide_report.pdf
21799,MZ/SER/84A11/2017/151,Mizoram,,,,23.470794,92.741413,,,,uploaded landslide_report.pdf
21800,MZ/CHA/84E07/2017/43,Mizoram,,,,23.470917,93.296417,,,,uploaded landslide_report.pdf
21801,MZ/AIZ/84A11/2016/104,Mizoram,,,,23.470964,92.692902,,,,uploaded landslide_report.pdf
21802,MZ/CHA/84E03/2017/33,Mizoram,,,,23.471889,93.246333,,,,uploaded landslide_report.pdf
21803,MZ/CHA/84E03/2017/34,Mizoram,,,,23.473258,93.241869,,,,uploaded landslide_report.pdf
21804,MZ/CHA/84E03/2017/36,Mizoram,,,,23.473361,93.222167,,,,uploaded landslide_report.pdf
21805,MZ/CHA/84E03/2017/37,Mizoram,,,,23.473611,93.243069,,,,uploaded landslide_report.pdf
21806,MZ/CHA/84E07/2017/44,Mizoram,,,,23.473662,93.312845,,,,uploaded landslide_report.pdf
21807,MZ/CHA/84E03/2017/38,Mizoram,,,,23.473778,93.239194,,,,uploaded landslide_report.pdf
21808,MZ/CHA/84E03/2017/39,Mizoram,,,,23.474056,93.225889,,,,uploaded landslide_report.pdf
21809,MZ/CHA/84E03/2017/40,Mizoram,,,,23.474194,93.229667,,,,uploaded landslide_report.pdf
21810,MZ/CHA/84E07/2017/45,Mizoram,,,,23.474472,93.322667,,,,uploaded landslide_report.pdf
21811,MZ/CHA/84E03/2017/41,Mizoram,,,,23.474528,93.241611,,,,uploaded landslide_report.pdf
21812,MZ/CHA/84E03/2017/42,Mizoram,,,,23.474611,93.241556,,,,uploaded landslide_report.pdf
21813,MZ/CHA/84E07/2017/46,Mizoram,,,,23.474639,93.314167,,,,uploaded landslide_report.pdf
21814,MZ/CHA/84E03/2017/45,Mizoram,,,,23.474833,93.229,,,,uploaded landslide_report.pdf
21815,MZ/CHA/84E03/2017/46,Mizoram,,,,23.475139,93.241028,,,,uploaded landslide_report.pdf
21816,MZ/MAM/84A11/2017/139,Mizoram,,,,23.475392,92.605749,,,,uploaded landslide_report.pdf
21817,MZ/CHA/84E07/2017/49,Mizoram,,,,23.475522,93.313978,,,,uploaded landslide_report.pdf
21818,MZ/SER/84A15/2016/128,Mizoram,,,,23.476232,92.913652,,,,uploaded landslide_report.pdf
21819,MZ/CHA/84E03/2017/47,Mizoram,,,,23.476694,93.238556,,,,uploaded landslide_report.pdf
21820,MZ/SER/84A11/2017/146,Mizoram,,,,23.476702,92.705854,,,,uploaded landslide_report.pdf
21821,MZ/CHA/84E07/2017/50,Mizoram,,,,23.476989,93.377213,,,,uploaded landslide_report.pdf
21822,MZ/SER/84A15/2016/84,Mizoram,,,,23.477108,92.857281,,,,uploaded landslide_report.pdf
21823,MZ/SER/84A15/2016/113,Mizoram,,,,23.477601,92.818801,,,,uploaded landslide_report.pdf
21824,MZ/CHA/84E03/2017/49,Mizoram,,,,23.477778,93.236333,,,,uploaded landslide_report.pdf
21825,MZ/CHA/84E03/2017/48,Mizoram,,,,23.477806,93.236611,,,,uploaded landslide_report.pdf
21826,MZ/CHA/84E07/2017/51,Mizoram,,,,23.477806,93.310111,,,,uploaded landslide_report.pdf
21827,MZ/SER/84A15/2016/58,Mizoram,,,,23.47803,92.861256,,,,uploaded landslide_report.pdf
21828,MZ/SER/84A15/2016/57,Mizoram,,,,23.47831,92.865466,,,,uploaded landslide_report.pdf
21829,MZ/CHA/84E07/2017/52,Mizoram,,,,23.478556,93.311722,,,,uploaded landslide_report.pdf
21830,MZ/SER/84A15/2016/85,Mizoram,,,,23.478601,92.858505,,,,uploaded landslide_report.pdf
21831,MZ/CHA/84E03/2017/50,Mizoram,,,,23.479667,93.225722,,,,uploaded landslide_report.pdf
21832,MZ/SER/84A15/2016/56,Mizoram,,,,23.479766,92.870601,,,,uploaded landslide_report.pdf
21833,MZ/CHA/84E03/2017/52,Mizoram,,,,23.480549,93.040585,,,,uploaded landslide_report.pdf
21834,MZ/CHA/84E03/2017/53,Mizoram,,,,23.481881,93.214835,,,,uploaded landslide_report.pdf
21835,MZ/CHA/84E07/2017/54,Mizoram,,,,23.482322,93.310052,,,,uploaded landslide_report.pdf
21836,MZ/CHA/84E03/2017/54,Mizoram,,,,23.48375,93.212611,,,,uploaded landslide_report.pdf
21837,MZ/CHA/84E07/2017/55,Mizoram,,,,23.484639,93.278222,,,,uploaded landslide_report.pdf
21838,MZ/CHA/84E07/2017/56,Mizoram,,,,23.485194,93.274236,,,,uploaded landslide_report.pdf
21839,MZ/SER/84A15/2016/86,Mizoram,,,,23.486909,92.856282,,,,uploaded landslide_report.pdf
21840,MZ/MAM/84A11/2017/140,Mizoram,,,,23.487102,92.606156,,,,uploaded landslide_report.pdf
21841,MZ/CHA/84E03/2017/55,Mizoram,,,,23.487306,93.192778,,,,uploaded landslide_report.pdf
21842,MZ/CHA/84E03/2017/56,Mizoram,,,,23.487813,93.20758,,,,uploaded landslide_report.pdf
21843,MZ/CHA/84E07/2017/57,Mizoram,,,,23.490702,93.33685,,,,uploaded landslide_report.pdf
21844,MZ/AIZ/84A11/2016/105,Mizoram,,,,23.491004,92.696873,,,,uploaded landslide_report.pdf
21845,MZ/SER/84A11/2017/145,Mizoram,,,,23.491497,92.705503,,,,uploaded landslide_report.pdf
21846,MZ/SER/84A15/2016/87,Mizoram,,,,23.493913,92.854305,,,,uploaded landslide_report.pdf
21847,MZ/CHA/84E07/2017/58,Mizoram,,,,23.496347,93.310454,,,,uploaded landslide_report.pdf
21848,MZ/SER/84A15/2016/88,Mizoram,,,,23.497388,92.855013,,,,uploaded landslide_report.pdf
21849,MZ/SER/84A15/2016/89,Mizoram,,,,23.497919,92.854946,,,,uploaded landslide_report.pdf
21850,MZ/SER/84A15/2016/90,Mizoram,,,,23.498802,92.8546,,,,uploaded landslide_report.pdf
21851,MZ/SER/84A11/2017/143,Mizoram,,,,23.498881,92.703251,,,,uploaded landslide_report.pdf
21852,MZ/CHA/84E07/2017/60,Mizoram,,,,23.498889,93.311889,,,,uploaded landslide_report.pdf
21853,MZ/SER/84A11/2017/144,Mizoram,,,,23.49901,92.702759,,,,uploaded landslide_report.pdf
21854,MZ/AIZ/84A15/2016/55,Mizoram,,,,23.499418,92.905021,,,,uploaded landslide_report.pdf
21855,MZ/MAM/84A10/2015/140,Mizoram,,,,23.500083,92.585889,,,,uploaded landslide_report.pdf
21856,MZ/CHA/84E02/2017/15,Mizoram,,,,23.500803,93.201572,,,,uploaded landslide_report.pdf
21857,MZ/MAM/84A10/2015/138,Mizoram,,,,23.501778,92.58575,,,,uploaded landslide_report.pdf
21858,MZ/AIZ/84A10/2015/71,Mizoram,,,,23.503611,92.615556,,,,uploaded landslide_report.pdf
21859,MZ/CHA/84E06/2017/33,Mizoram,,,,23.5087,93.360825,,,,uploaded landslide_report.pdf
